,Variable,Category,Total_Count,M_Wage_f,M_Wage_m,M_Wage_Avg,M_Wage_Diff,M_Count,M_Pct_Ct,F_Wage_m,F_Wage_f,F_Wage_Avg,F_Wage_Diff,F_Count,F_Pct_Ct,F_M_Ratio_f,F_M_Ratio_m,F_M_Ratio_Avg,F_M_Ratio_Diff,Year
9,JOB,Transport,60185,41100.736,41092.837,41096.786,-7.899,51841,0.8613608041870898,31416.508,31693.256,31554.882,-276.748,8344,0.1386391958129102,0.771,0.765,0.768,0.006,2017
0,RACE,Asian,60137,66706.707,71406.331,69056.519,4699.624,32898,0.5470509004439862,61857.749,58969.5,60413.625,2888.249,27239,0.45294909955601376,0.884,0.866,0.875,0.018,2017
1,RACE,Black,87249,47035.328,44372.362,45703.845,-2662.966,40855,0.46825751584545383,38140.127,41049.913,39595.02,-2909.786,46394,0.5317424841545462,0.873,0.86,0.866,0.013,2017
2,RACE,Hispanic,139289,46240.37,42762.226,44501.298,-3478.144,82106,0.5894650690291409,34075.98,38060.832,36068.406,-3984.852,57183,0.41053493097085914,0.823,0.797,0.81,0.026,2017
3,RACE,Mixed,18511,57084.119,55434.513,56259.316,-1649.606,9917,0.5357355086164983,45972.262,47542.064,46757.163,-1569.802,8594,0.4642644913835017,0.833,0.829,0.831,0.004,2017
4,RACE,Native,8656,46562.34,44618.309,45590.324,-1944.031,4491,0.5188308687615527,37056.791,38578.782,37817.786,-1521.991,4165,0.48116913123844735,0.829,0.831,0.83,-0.002,2017
5,RACE,White,701473,63428.386,62796.753,63112.57,-631.633,396364,0.565045269026748,48893.437,49767.644,49330.54,-874.207,305109,0.434954730973252,0.785,0.779,0.782,0.006,2017
0,AGE,18-22,29094,25844.422,25646.625,25745.524,-197.797,17990,0.6183405513164226,23200.642,23314.748,23257.695,-114.106,11104,0.3816594486835774,0.902,0.905,0.904,-0.003,2017
1,AGE,23-28,117131,39372.258,38610.088,38991.173,-762.17,64034,0.54668704271286,33521.182,35470.334,34495.758,-1949.152,53097,0.45331295728714005,0.901,0.868,0.885,0.033,2017
2,AGE,29-36,187659,54784.119,53083.822,53933.97,-1700.297,106243,0.5661492387788488,43309.182,46463.381,44886.282,-3154.199,81416,0.4338507612211511,0.848,0.816,0.832,0.032,2017
3,AGE,37-45,204398,65610.712,63750.412,64680.562,-1860.3,115797,0.5665270697364945,49726.371,51961.387,50843.879,-2235.016,88601,0.43347293026350553,0.792,0.78,0.786,0.012,2017
4,AGE,46-55,253104,67297.822,66847.801,67072.812,-450.021,138928,0.5488968961375561,51329.667,51573.445,51451.556,-243.778,114176,0.4511031038624439,0.766,0.768,0.767,-0.002,2017
5,AGE,56-70,223929,63272.794,65277.358,64275.076,2004.564,123639,0.5521348284500891,51266.315,50090.609,50678.462,1175.706,100290,0.4478651715499109,0.792,0.785,0.788,0.007,2017
0,SEX,Female,1031904,60711.635,59792.618,60252.126,-919.017,575484,0.557691413154712,47197.728,48887.859,48042.794,-1690.131,456420,0.44230858684528795,0.805,0.789,0.797,0.016,2018
0,EDU,B.S._Degree,256506,69494.117,74469.898,71982.008,4975.781,133390,0.5200268219846709,59613.162,56437.469,58025.316,3175.693,123116,0.47997317801532907,0.812,0.801,0.806,0.011,2018
1,EDU,Highschool,236718,43963.161,43532.396,43747.778,-430.765,149897,0.6332302570991644,32938.411,33480.705,33209.558,-542.294,86821,0.3667697429008356,0.762,0.757,0.76,0.005,2018
2,EDU,M.S._Degree,116912,80687.092,91077.993,85882.543,10390.901,53599,0.45845593266730533,75099.738,68875.117,71987.427,6224.621,63313,0.5415440673326947,0.854,0.825,0.839,0.029,2018
3,EDU,No_Highschool,63067,35302.846,36462.441,35882.644,1159.595,43666,0.6923747760318392,28403.621,28624.146,28513.884,-220.525,19401,0.30762522396816083,0.811,0.779,0.795,0.032,2018
4,EDU,PhD_or_Prof,44333,103614.736,105874.439,104744.588,2259.703,24367,0.5496357115467033,90817.814,90223.991,90520.902,593.823,19966,0.4503642884532966,0.871,0.858,0.864,0.013,2018
5,EDU,Some_College,314368,51980.953,52162.395,52071.674,181.442,170565,0.5425647648615635,39831.545,39921.098,39876.322,-89.553,143803,0.4574352351384365,0.768,0.764,0.766,0.004,2018
0,JOB,Art,116099,59102.215,64572.094,61837.154,5469.879,40661,0.35022696147253635,55194.73,50636.523,52915.626,4558.207,75438,0.6497730385274636,0.857,0.855,0.856,0.002,2018
1,JOB,Business,197192,82361.013,84036.554,83198.784,1675.541,106635,0.5407673739299769,66811.062,65869.836,66340.449,941.226,90557,0.45923262607002313,0.8,0.795,0.798,0.005,2018
2,JOB,Healthcare,67789,69928.538,84065.782,76997.16,14137.244,16342,0.24107156028264173,74255.006,62572.45,68413.728,11682.556,51447,0.7589284397173582,0.895,0.883,0.889,0.012,2018
3,JOB,Maintenance,95709,46166.393,46807.587,46486.99,641.194,91762,0.9587604091569236,36500.694,37182.602,36841.648,-681.908,3947,0.04123959084307641,0.805,0.78,0.792,0.025,2018
4,JOB,Military,4711,47508.658,47054.902,47281.78,-453.756,4168,0.884737847590745,36668.717,37492.517,37080.617,-823.8,543,0.11526215240925494,0.789,0.779,0.784,0.01,2018
5,JOB,Production,68567,44440.628,45109.484,44775.056,668.856,51281,0.7478962182974317,33055.213,32796.512,32925.863,258.701,17286,0.2521037817025683,0.738,0.733,0.736,0.005,2018
6,JOB,Sales,209522,53141.942,55524.27,54333.106,2382.328,82626,0.39435476942755415,41192.828,39764.83,40478.829,1427.998,126896,0.6056452305724459,0.748,0.742,0.745,0.006,2018
7,JOB,Science,80731,85359.091,84568.866,84963.978,-790.225,60307,0.7470116807669916,70622.655,71631.486,71127.07,-1008.831,20424,0.2529883192330084,0.839,0.835,0.837,0.004,2018
8,JOB,Services,120364,38630.375,40324.731,39477.553,1694.356,62460,0.5189259246950916,29843.708,29150.616,29497.162,693.092,57904,0.4810740753049084,0.755,0.74,0.748,0.015,2018
9,JOB,Transport,71220,41369.835,41153.579,41261.707,-216.256,59242,0.8318169053636619,31318.964,31588.233,31453.598,-269.269,11978,0.1681830946363381,0.764,0.761,0.762,0.003,2018
0,RACE,Asian,61566,70159.073,74163.704,72161.388,4004.631,33424,0.5428970535685281,64284.329,61803.026,63043.678,2481.303,28142,0.4571029464314719,0.881,0.867,0.874,0.014,2018
1,RACE,Black,86948,48728.901,45649.169,47189.035,-3079.732,41030,0.4718912453420435,39062.066,42147.027,40604.546,-3084.961,45918,0.5281087546579565,0.865,0.856,0.86,0.009,2018
2,RACE,Hispanic,143392,47722.186,44041.24,45881.713,-3680.946,84103,0.5865250502120063,35030.239,38988.628,37009.434,-3958.389,59289,0.41347494978799376,0.817,0.795,0.806,0.022,2018
3,RACE,Mixed,19512,59485.147,57682.227,58583.687,-1802.92,10394,0.5326978269782697,46890.985,48415.468,47653.227,-1524.483,9118,0.4673021730217302,0.814,0.813,0.813,0.001,2018
4,RACE,Native,8494,49284.562,45718.382,47501.472,-3566.18,4437,0.5223687308688486,37223.416,39300.904,38262.16,-2077.488,4057,0.4776312691311514,0.797,0.814,0.806,-0.017,2018
5,RACE,White,711992,64300.024,63545.67,63922.847,-754.354,402096,0.5647479185159384,49270.542,50747.141,50008.842,-1476.599,309896,0.43525208148406164,0.789,0.775,0.782,0.014,2018
0,AGE,18-22,30406,26145.528,26238.796,26192.162,93.268,18792,0.6180359139643491,23741.611,24073.311,23907.461,-331.7,11614,0.38196408603565085,0.921,0.905,0.913,0.016,2018
1,AGE,23-28,120944,40680.351,39658.987,40169.669,-1021.364,65961,0.545384640825506,34269.209,36474.706,35371.958,-2205.497,54983,0.45461535917449397,0.897,0.864,0.881,0.033,2018
2,AGE,29-36,192635,56451.593,54519.759,55485.676,-1931.834,108896,0.5652970643963974,44385.836,47903.616,46144.726,-3517.78,83739,0.4347029356036027,0.849,0.814,0.831,0.035,2018
3,AGE,37-45,206214,66718.057,64829.56,65773.808,-1888.497,116480,0.5648501071702212,50593.784,53412.722,52003.253,-2818.938,89734,0.4351498928297788,0.801,0.78,0.79,0.021,2018
4,AGE,46-55,251111,68637.311,67958.579,68297.945,-678.732,137596,0.5479489150216438,52007.867,52926.131,52466.999,-918.264,113515,0.45205108497835617,0.771,0.765,0.768,0.006,2018
5,AGE,56-70,230594,64804.59,66230.242,65517.416,1425.652,127759,0.5540430366791851,51442.756,50722.738,51082.747,720.018,102835,0.4459569633208149,0.783,0.777,0.78,0.006,2018
