,Variable,Category,Base_Category,Wage_vs_Base,Ratio_vs_Base,n_Count,b_Count,Year
73,JOB,SCI,MLT,53163.427,1.238,70653,4584,2015
74,JOB,SCI,MTN,60191.061,1.381,70653,91593,2015
75,JOB,SCI,PRD,58943.787,1.503,70653,68424,2015
76,JOB,SCI,SAL,60379.494,1.424,70653,214421,2015
77,JOB,SCI,SCI,76541.395,1.0,70653,70653,2015
78,JOB,SCI,SVC,56329.721,1.724,70653,110757,2015
79,JOB,SCI,TRP,60142.202,1.544,70653,57960,2015
80,JOB,SVC,ART,44982.268,0.847,110757,108892,2015
81,JOB,SVC,BUS,43124.904,0.599,110757,181545,2015
82,JOB,SVC,HLC,39862.467,0.595,110757,61703,2015
83,JOB,SVC,MLT,35607.058,0.829,110757,4584,2015
84,JOB,SVC,MTN,35770.713,0.82,110757,91593,2015
85,JOB,SVC,PRD,34129.008,0.87,110757,68424,2015
86,JOB,SVC,SAL,34654.353,0.817,110757,214421,2015
87,JOB,SVC,SCI,46424.06,0.607,110757,70653,2015
88,JOB,SVC,SVC,32670.452,1.0,110757,110757,2015
89,JOB,SVC,TRP,34784.379,0.893,110757,57960,2015
90,JOB,TRP,ART,49281.496,0.928,57960,108892,2015
91,JOB,TRP,BUS,46634.725,0.648,57960,181545,2015
92,JOB,TRP,HLC,43101.329,0.643,57960,61703,2015
93,JOB,TRP,MLT,37652.264,0.877,57960,4584,2015
94,JOB,TRP,MTN,39583.874,0.908,57960,91593,2015
95,JOB,TRP,PRD,37904.924,0.967,57960,68424,2015
96,JOB,TRP,SAL,37992.734,0.896,57960,214421,2015
97,JOB,TRP,SCI,48850.277,0.638,57960,70653,2015
98,JOB,TRP,SVC,35789.957,1.095,57960,110757,2015
99,JOB,TRP,TRP,38943.059,1.0,57960,57960,2015
0,RACE,ASN,ASN,62203.214,1.0,54015,54015,2015
1,RACE,ASN,BLK,45397.43,1.09,54015,85584,2015
2,RACE,ASN,HSP/NTV,41189.219,1.068,54015,134963,2015
3,RACE,ASN,WHT/MIX,52481.965,0.959,54015,695970,2015
4,RACE,BLK,ASN,54301.036,0.873,85584,54015,2015
5,RACE,BLK,BLK,41657.99,1.0,85584,85584,2015
6,RACE,BLK,HSP/NTV,38002.772,0.985,85584,134963,2015
7,RACE,BLK,WHT/MIX,47393.873,0.866,85584,695970,2015
8,RACE,HSP/NTV,ASN,55677.32,0.895,134963,54015,2015
9,RACE,HSP/NTV,BLK,42637.423,1.024,134963,85584,2015
10,RACE,HSP/NTV,HSP/NTV,38579.389,1.0,134963,134963,2015
11,RACE,HSP/NTV,WHT/MIX,48929.652,0.894,134963,695970,2015
12,RACE,WHT/MIX,ASN,62339.173,1.002,695970,54015,2015
13,RACE,WHT/MIX,BLK,47245.705,1.134,695970,85584,2015
14,RACE,WHT/MIX,HSP/NTV,43416.84,1.125,695970,134963,2015
15,RACE,WHT/MIX,WHT/MIX,54746.275,1.0,695970,695970,2015
0,AGE,18-25,18-25,28516.503,1.0,74032,74032,2015
1,AGE,18-25,26-35,33883.015,0.764,74032,214227,2015
2,AGE,18-25,36-45,33762.521,0.605,74032,220142,2015
3,AGE,18-25,46-55,32469.509,0.567,74032,252029,2015
4,AGE,18-25,56-70,33169.159,0.585,74032,210102,2015
5,AGE,26-35,18-25,38261.014,1.342,214227,74032,2015
6,AGE,26-35,26-35,44353.165,1.0,214227,214227,2015
7,AGE,26-35,36-45,44243.278,0.793,214227,220142,2015
8,AGE,26-35,46-55,42690.569,0.746,214227,252029,2015
9,AGE,26-35,56-70,43027.177,0.759,214227,210102,2015
10,AGE,36-45,18-25,46898.07,1.645,220142,74032,2015
11,AGE,36-45,26-35,55983.313,1.262,220142,214227,2015
12,AGE,36-45,36-45,55802.24,1.0,220142,220142,2015
13,AGE,36-45,46-55,53556.45,0.935,220142,252029,2015
14,AGE,36-45,56-70,54260.028,0.958,220142,210102,2015
15,AGE,46-55,18-25,49756.285,1.745,252029,74032,2015
16,AGE,46-55,26-35,59612.176,1.344,252029,214227,2015
17,AGE,46-55,36-45,59574.01,1.068,252029,220142,2015
18,AGE,46-55,46-55,57259.086,1.0,252029,252029,2015
19,AGE,46-55,56-70,58050.053,1.024,252029,210102,2015
20,AGE,56-70,18-25,48569.494,1.703,210102,74032,2015
21,AGE,56-70,26-35,57817.09,1.304,210102,214227,2015
22,AGE,56-70,36-45,57849.474,1.037,210102,220142,2015
23,AGE,56-70,46-55,55821.845,0.975,210102,252029,2015
24,AGE,56-70,56-70,56665.68,1.0,210102,210102,2015
0,SEX,Female,Female,46588.821,1.0,434239,434239,2016
1,SEX,Female,Male,45540.131,0.793,434239,550616,2016
2,SEX,Male,Female,58037.26,1.246,550616,434239,2016
3,SEX,Male,Male,57414.378,1.0,550616,550616,2016
0,EDU,BS,BS,63459.011,1.0,241050,241050,2016
1,EDU,BS,CLG,56726.858,1.261,241050,304110,2016
2,EDU,BS,DR+,64877.608,0.671,241050,41054,2016
3,EDU,BS,HSD,53030.971,1.388,241050,227256,2016
4,EDU,BS,MS,64974.011,0.856,241050,107947,2016
5,EDU,BS,No_HS,48206.338,1.51,241050,63438,2016
6,EDU,CLG,BS,48290.363,0.761,304110,241050,2016
7,EDU,CLG,CLG,44970.007,1.0,304110,304110,2016
8,EDU,CLG,DR+,50699.925,0.525,304110,41054,2016
9,EDU,CLG,HSD,43478.078,1.138,304110,227256,2016
10,EDU,CLG,MS,49302.351,0.649,304110,107947,2016
11,EDU,CLG,No_HS,42057.838,1.317,304110,63438,2016
12,EDU,DR+,BS,84535.167,1.332,41054,241050,2016
13,EDU,DR+,CLG,73170.148,1.627,41054,304110,2016
14,EDU,DR+,DR+,96658.509,1.0,41054,41054,2016
15,EDU,DR+,HSD,65944.351,1.726,41054,227256,2016
16,EDU,DR+,MS,89404.979,1.177,41054,107947,2016
17,EDU,DR+,No_HS,53730.531,1.683,41054,63438,2016
18,EDU,HSD,BS,42509.808,0.67,227256,241050,2016
19,EDU,HSD,CLG,39169.287,0.871,227256,304110,2016
20,EDU,HSD,DR+,44085.024,0.456,227256,41054,2016
21,EDU,HSD,HSD,38196.192,1.0,227256,227256,2016
22,EDU,HSD,MS,43696.94,0.575,227256,107947,2016
23,EDU,HSD,No_HS,36334.797,1.138,227256,63438,2016
24,EDU,MS,BS,73835.495,1.164,107947,241050,2016
25,EDU,MS,CLG,65809.59,1.463,107947,304110,2016
26,EDU,MS,DR+,75021.555,0.776,107947,41054,2016
27,EDU,MS,HSD,61275.798,1.604,107947,227256,2016
28,EDU,MS,MS,75935.491,1.0,107947,107947,2016
29,EDU,MS,No_HS,56592.345,1.772,107947,63438,2016
30,EDU,No_HS,BS,41615.943,0.656,63438,241050,2016
31,EDU,No_HS,CLG,36595.059,0.814,63438,304110,2016
32,EDU,No_HS,DR+,43764.596,0.453,63438,41054,2016
33,EDU,No_HS,HSD,34432.099,0.901,63438,227256,2016
34,EDU,No_HS,MS,43539.143,0.573,63438,107947,2016
35,EDU,No_HS,No_HS,31933.448,1.0,63438,63438,2016
0,JOB,ART,ART,53325.442,1.0,111807,111807,2016
1,JOB,ART,BUS,49509.859,0.677,111807,185706,2016
2,JOB,ART,HLC,48792.133,0.734,111807,62941,2016
3,JOB,ART,MLT,39830.227,0.917,111807,4607,2016
4,JOB,ART,MTN,45116.756,1.021,111807,91893,2016
5,JOB,ART,PRD,43088.854,1.076,111807,67319,2016
6,JOB,ART,SAL,40711.241,0.938,111807,215191,2016
7,JOB,ART,SCI,53079.491,0.678,111807,73344,2016
8,JOB,ART,SVC,39643.968,1.194,111807,113752,2016
9,JOB,ART,TRP,44573.356,1.129,111807,58295,2016
10,JOB,BUS,ART,76572.029,1.436,185706,111807,2016
11,JOB,BUS,BUS,73156.836,1.0,185706,185706,2016
12,JOB,BUS,HLC,68245.474,1.027,185706,62941,2016
13,JOB,BUS,MLT,52595.963,1.211,185706,4607,2016
14,JOB,BUS,MTN,56996.471,1.29,185706,91893,2016
15,JOB,BUS,PRD,55616.624,1.388,185706,67319,2016
16,JOB,BUS,SAL,58382.189,1.346,185706,215191,2016
17,JOB,BUS,SCI,78016.404,0.997,185706,73344,2016
18,JOB,BUS,SVC,52956.68,1.595,185706,113752,2016
19,JOB,BUS,TRP,56768.381,1.438,185706,58295,2016
20,JOB,HLC,ART,72062.151,1.351,62941,111807,2016
21,JOB,HLC,BUS,64486.957,0.881,62941,185706,2016
22,JOB,HLC,HLC,66433.297,1.0,62941,62941,2016
23,JOB,HLC,MLT,45944.838,1.058,62941,4607,2016
24,JOB,HLC,MTN,46574.497,1.054,62941,91893,2016
25,JOB,HLC,PRD,46707.234,1.166,62941,67319,2016
26,JOB,HLC,SAL,51266.481,1.182,62941,215191,2016
27,JOB,HLC,SCI,68933.29,0.881,62941,73344,2016
28,JOB,HLC,SVC,46617.188,1.404,62941,113752,2016
29,JOB,HLC,TRP,47162.967,1.195,62941,58295,2016
30,JOB,MLT,ART,57640.405,1.081,4607,111807,2016
31,JOB,MLT,BUS,56689.795,0.775,4607,185706,2016
32,JOB,MLT,HLC,50079.754,0.754,4607,62941,2016
33,JOB,MLT,MLT,43431.757,1.0,4607,4607,2016
34,JOB,MLT,MTN,47203.002,1.068,4607,91893,2016
35,JOB,MLT,PRD,44613.844,1.114,4607,67319,2016
36,JOB,MLT,SAL,44464.651,1.025,4607,215191,2016
37,JOB,MLT,SCI,61056.767,0.78,4607,73344,2016
38,JOB,MLT,SVC,41430.177,1.248,4607,113752,2016
39,JOB,MLT,TRP,45840.291,1.161,4607,58295,2016
40,JOB,MTN,ART,52462.499,0.984,91893,111807,2016
41,JOB,MTN,BUS,51319.355,0.701,91893,185706,2016
42,JOB,MTN,HLC,49342.973,0.743,91893,62941,2016
43,JOB,MTN,MLT,40662.024,0.936,91893,4607,2016
44,JOB,MTN,MTN,44194.731,1.0,91893,91893,2016
45,JOB,MTN,PRD,43292.99,1.081,91893,67319,2016
46,JOB,MTN,SAL,44897.316,1.035,91893,215191,2016
47,JOB,MTN,SCI,52175.098,0.667,91893,73344,2016
48,JOB,MTN,SVC,41360.152,1.245,91893,113752,2016
49,JOB,MTN,TRP,43809.35,1.11,91893,58295,2016
50,JOB,PRD,ART,51826.955,0.972,67319,111807,2016
51,JOB,PRD,BUS,48986.434,0.67,67319,185706,2016
52,JOB,PRD,HLC,46240.196,0.696,67319,62941,2016
53,JOB,PRD,MLT,39980.532,0.921,67319,4607,2016
54,JOB,PRD,MTN,42055.057,0.952,67319,91893,2016
55,JOB,PRD,PRD,40055.712,1.0,67319,67319,2016
56,JOB,PRD,SAL,39911.062,0.92,67319,215191,2016
57,JOB,PRD,SCI,52320.443,0.668,67319,73344,2016
58,JOB,PRD,SVC,37438.126,1.127,67319,113752,2016
59,JOB,PRD,TRP,41179.904,1.043,67319,58295,2016
60,JOB,SAL,ART,55392.606,1.039,215191,111807,2016
61,JOB,SAL,BUS,54486.06,0.745,215191,185706,2016
62,JOB,SAL,HLC,49186.914,0.74,215191,62941,2016
63,JOB,SAL,MLT,41510.977,0.956,215191,4607,2016
64,JOB,SAL,MTN,43121.996,0.976,215191,91893,2016
65,JOB,SAL,PRD,41754.089,1.042,215191,67319,2016
66,JOB,SAL,SAL,43389.51,1.0,215191,215191,2016
67,JOB,SAL,SCI,58848.567,0.752,215191,73344,2016
68,JOB,SAL,SVC,39831.134,1.199,215191,113752,2016
69,JOB,SAL,TRP,42675.421,1.081,215191,58295,2016
70,JOB,SCI,ART,75234.432,1.411,73344,111807,2016
71,JOB,SCI,BUS,73842.916,1.009,73344,185706,2016
72,JOB,SCI,HLC,68759.947,1.035,73344,62941,2016
73,JOB,SCI,MLT,53863.499,1.24,73344,4607,2016
74,JOB,SCI,MTN,60526.0,1.37,73344,91893,2016
75,JOB,SCI,PRD,60138.929,1.501,73344,67319,2016
76,JOB,SCI,SAL,61511.009,1.418,73344,215191,2016
77,JOB,SCI,SCI,78276.767,1.0,73344,73344,2016
78,JOB,SCI,SVC,57773.866,1.74,73344,113752,2016
79,JOB,SCI,TRP,60932.664,1.543,73344,58295,2016
80,JOB,SVC,ART,44420.322,0.833,113752,111807,2016
81,JOB,SVC,BUS,44001.652,0.601,113752,185706,2016
82,JOB,SVC,HLC,39215.692,0.59,113752,62941,2016
83,JOB,SVC,MLT,36408.545,0.838,113752,4607,2016
84,JOB,SVC,MTN,36392.623,0.823,113752,91893,2016
85,JOB,SVC,PRD,34651.549,0.865,113752,67319,2016
86,JOB,SVC,SAL,35397.186,0.816,113752,215191,2016
87,JOB,SVC,SCI,47420.521,0.606,113752,73344,2016
88,JOB,SVC,SVC,33207.833,1.0,113752,113752,2016
89,JOB,SVC,TRP,35375.786,0.896,113752,58295,2016
90,JOB,TRP,ART,50491.182,0.947,58295,111807,2016
91,JOB,TRP,BUS,47275.398,0.646,58295,185706,2016
92,JOB,TRP,HLC,44709.089,0.673,58295,62941,2016
93,JOB,TRP,MLT,37913.088,0.873,58295,4607,2016
94,JOB,TRP,MTN,40131.169,0.908,58295,91893,2016
95,JOB,TRP,PRD,38372.755,0.958,58295,67319,2016
96,JOB,TRP,SAL,38625.089,0.89,58295,215191,2016
97,JOB,TRP,SCI,49616.984,0.634,58295,73344,2016
98,JOB,TRP,SVC,36243.526,1.091,58295,113752,2016
99,JOB,TRP,TRP,39477.68,1.0,58295,58295,2016
0,RACE,ASN,ASN,64185.674,1.0,55996,55996,2016
1,RACE,ASN,BLK,46740.05,1.105,55996,86708,2016
2,RACE,ASN,HSP/NTV,42223.227,1.067,55996,140424,2016
3,RACE,ASN,WHT/MIX,53968.24,0.97,55996,701727,2016
4,RACE,BLK,ASN,55157.245,0.859,86708,55996,2016
5,RACE,BLK,BLK,42304.807,1.0,86708,86708,2016
6,RACE,BLK,HSP/NTV,38628.063,0.976,86708,140424,2016
7,RACE,BLK,WHT/MIX,48243.729,0.867,86708,701727,2016
8,RACE,HSP/NTV,ASN,56891.423,0.886,140424,55996,2016
9,RACE,HSP/NTV,BLK,43554.71,1.03,140424,86708,2016
10,RACE,HSP/NTV,HSP/NTV,39569.479,1.0,140424,140424,2016
11,RACE,HSP/NTV,WHT/MIX,49947.972,0.898,140424,701727,2016
12,RACE,WHT/MIX,ASN,63579.673,0.991,701727,55996,2016
13,RACE,WHT/MIX,BLK,48022.966,1.135,701727,86708,2016
14,RACE,WHT/MIX,HSP/NTV,44242.865,1.118,701727,140424,2016
15,RACE,WHT/MIX,WHT/MIX,55613.006,1.0,701727,701727,2016
0,AGE,18-25,18-25,29209.663,1.0,76476,76476,2016
1,AGE,18-25,26-35,34431.369,0.756,76476,220266,2016
2,AGE,18-25,36-45,34486.137,0.608,76476,221385,2016
3,AGE,18-25,46-55,33244.819,0.569,76476,250115,2016
4,AGE,18-25,56-70,33697.79,0.589,76476,216613,2016
5,AGE,26-35,18-25,39096.62,1.338,220266,76476,2016
6,AGE,26-35,26-35,45563.894,1.0,220266,220266,2016
7,AGE,26-35,36-45,45456.766,0.801,220266,221385,2016
8,AGE,26-35,46-55,43883.401,0.751,220266,250115,2016
9,AGE,26-35,56-70,43946.21,0.768,220266,216613,2016
10,AGE,36-45,18-25,47613.468,1.63,221385,76476,2016
11,AGE,36-45,26-35,56943.198,1.25,221385,220266,2016
12,AGE,36-45,36-45,56735.255,1.0,221385,221385,2016
13,AGE,36-45,46-55,54500.672,0.933,221385,250115,2016
14,AGE,36-45,56-70,54662.463,0.955,221385,216613,2016
15,AGE,46-55,18-25,50874.732,1.742,250115,76476,2016
16,AGE,46-55,26-35,60843.042,1.335,250115,220266,2016
17,AGE,46-55,36-45,60704.713,1.07,250115,221385,2016
18,AGE,46-55,46-55,58431.222,1.0,250115,250115,2016
19,AGE,46-55,56-70,58675.875,1.025,250115,216613,2016
20,AGE,56-70,18-25,49491.139,1.694,216613,76476,2016
21,AGE,56-70,26-35,58752.186,1.289,216613,220266,2016
22,AGE,56-70,36-45,58813.226,1.037,216613,221385,2016
23,AGE,56-70,46-55,56862.282,0.973,216613,250115,2016
24,AGE,56-70,56-70,57240.719,1.0,216613,216613,2016
0,SEX,Female,Female,47767.279,1.0,448684,448684,2017
1,SEX,Female,Male,46538.606,0.792,448684,566631,2017
2,SEX,Male,Female,59480.328,1.245,566631,448684,2017
3,SEX,Male,Male,58753.402,1.0,566631,566631,2017
0,EDU,BS,BS,64931.156,1.0,250806,250806,2017
1,EDU,BS,CLG,57845.727,1.265,250806,311198,2017
2,EDU,BS,DR+,66544.905,0.675,250806,43597,2017
3,EDU,BS,HSD,54061.308,1.391,250806,233534,2017
4,EDU,BS,MS,66620.377,0.86,250806,113225,2017
5,EDU,BS,No_HS,49043.332,1.494,250806,62955,2017
6,EDU,CLG,BS,49016.461,0.755,311198,250806,2017
7,EDU,CLG,CLG,45710.041,1.0,311198,311198,2017
8,EDU,CLG,DR+,51233.627,0.519,311198,43597,2017
9,EDU,CLG,HSD,44227.67,1.138,311198,233534,2017
10,EDU,CLG,MS,50091.583,0.647,311198,113225,2017
11,EDU,CLG,No_HS,42777.233,1.303,311198,62955,2017
12,EDU,DR+,BS,85402.499,1.315,43597,250806,2017
13,EDU,DR+,CLG,74202.773,1.623,43597,311198,2017
14,EDU,DR+,DR+,98657.912,1.0,43597,43597,2017
15,EDU,DR+,HSD,66148.51,1.702,43597,233534,2017
16,EDU,DR+,MS,90852.171,1.173,43597,113225,2017
17,EDU,DR+,No_HS,55544.405,1.692,43597,62955,2017
18,EDU,HSD,BS,43201.661,0.665,233534,250806,2017
19,EDU,HSD,CLG,39919.274,0.873,233534,311198,2017
20,EDU,HSD,DR+,44046.009,0.446,233534,43597,2017
21,EDU,HSD,HSD,38875.303,1.0,233534,233534,2017
22,EDU,HSD,MS,44274.853,0.572,233534,113225,2017
23,EDU,HSD,No_HS,37204.891,1.133,233534,62955,2017
24,EDU,MS,BS,75036.495,1.156,113225,250806,2017
25,EDU,MS,CLG,66136.545,1.447,113225,311198,2017
26,EDU,MS,DR+,76295.454,0.773,113225,43597,2017
27,EDU,MS,HSD,61026.611,1.57,113225,233534,2017
28,EDU,MS,MS,77429.196,1.0,113225,113225,2017
29,EDU,MS,No_HS,55997.106,1.705,113225,62955,2017
30,EDU,No_HS,BS,42597.02,0.656,62955,250806,2017
31,EDU,No_HS,CLG,37296.066,0.816,62955,311198,2017
32,EDU,No_HS,DR+,45396.76,0.46,62955,43597,2017
33,EDU,No_HS,HSD,35091.971,0.903,62955,233534,2017
34,EDU,No_HS,MS,44915.77,0.58,62955,113225,2017
35,EDU,No_HS,No_HS,32834.585,1.0,62955,62955,2017
0,JOB,ART,ART,54527.118,1.0,115043,115043,2017
1,JOB,ART,BUS,50270.324,0.674,115043,193783,2017
2,JOB,ART,HLC,50237.697,0.741,115043,66247,2017
3,JOB,ART,MLT,39982.995,0.903,115043,4672,2017
4,JOB,ART,MTN,44801.126,0.996,115043,93962,2017
5,JOB,ART,PRD,42868.034,1.046,115043,68005,2017
6,JOB,ART,SAL,41389.218,0.932,115043,218803,2017
7,JOB,ART,SCI,53725.431,0.671,115043,77260,2017
8,JOB,ART,SVC,40008.547,1.176,115043,117355,2017
9,JOB,ART,TRP,44000.861,1.107,115043,60185,2017
10,JOB,BUS,ART,77850.647,1.428,193783,115043,2017
11,JOB,BUS,BUS,74580.924,1.0,193783,193783,2017
12,JOB,BUS,HLC,69262.3,1.022,193783,66247,2017
13,JOB,BUS,MLT,53534.142,1.209,193783,4672,2017
14,JOB,BUS,MTN,58021.844,1.29,193783,93962,2017
15,JOB,BUS,PRD,56564.867,1.38,193783,68005,2017
16,JOB,BUS,SAL,59517.284,1.341,193783,218803,2017
17,JOB,BUS,SCI,79572.419,0.993,193783,77260,2017
18,JOB,BUS,SVC,54053.912,1.589,193783,117355,2017
19,JOB,BUS,TRP,57630.984,1.449,193783,60185,2017
20,JOB,HLC,ART,73549.343,1.349,66247,115043,2017
21,JOB,HLC,BUS,65572.167,0.879,66247,193783,2017
22,JOB,HLC,HLC,67758.615,1.0,66247,66247,2017
23,JOB,HLC,MLT,47555.135,1.074,66247,4672,2017
24,JOB,HLC,MTN,47750.835,1.061,66247,93962,2017
25,JOB,HLC,PRD,47560.948,1.161,66247,68005,2017
26,JOB,HLC,SAL,52107.675,1.174,66247,218803,2017
27,JOB,HLC,SCI,70099.369,0.875,66247,77260,2017
28,JOB,HLC,SVC,47469.64,1.395,66247,117355,2017
29,JOB,HLC,TRP,47816.168,1.203,66247,60185,2017
30,JOB,MLT,ART,57892.526,1.062,4672,115043,2017
31,JOB,MLT,BUS,56846.576,0.762,4672,193783,2017
32,JOB,MLT,HLC,50317.955,0.743,4672,66247,2017
33,JOB,MLT,MLT,44284.074,1.0,4672,4672,2017
34,JOB,MLT,MTN,46641.256,1.037,4672,93962,2017
35,JOB,MLT,PRD,44455.926,1.085,4672,68005,2017
36,JOB,MLT,SAL,45004.74,1.014,4672,218803,2017
37,JOB,MLT,SCI,60887.658,0.76,4672,77260,2017
38,JOB,MLT,SVC,42064.961,1.236,4672,117355,2017
39,JOB,MLT,TRP,45689.659,1.149,4672,60185,2017
40,JOB,MTN,ART,53556.965,0.982,93962,115043,2017
41,JOB,MTN,BUS,51318.391,0.688,93962,193783,2017
42,JOB,MTN,HLC,49897.364,0.736,93962,66247,2017
43,JOB,MTN,MLT,41157.621,0.929,93962,4672,2017
44,JOB,MTN,MTN,44987.35,1.0,93962,93962,2017
45,JOB,MTN,PRD,43943.695,1.072,93962,68005,2017
46,JOB,MTN,SAL,44989.066,1.014,93962,218803,2017
47,JOB,MTN,SCI,52140.216,0.651,93962,77260,2017
48,JOB,MTN,SVC,41672.019,1.225,93962,117355,2017
49,JOB,MTN,TRP,44421.611,1.117,93962,60185,2017
50,JOB,PRD,ART,52985.41,0.972,68005,115043,2017
51,JOB,PRD,BUS,50306.693,0.675,68005,193783,2017
52,JOB,PRD,HLC,47490.963,0.701,68005,66247,2017
53,JOB,PRD,MLT,41366.505,0.934,68005,4672,2017
54,JOB,PRD,MTN,42900.748,0.954,68005,93962,2017
55,JOB,PRD,PRD,40980.281,1.0,68005,68005,2017
56,JOB,PRD,SAL,41051.17,0.925,68005,218803,2017
57,JOB,PRD,SCI,53340.488,0.666,68005,77260,2017
58,JOB,PRD,SVC,38482.943,1.131,68005,117355,2017
59,JOB,PRD,TRP,41985.04,1.056,68005,60185,2017
60,JOB,SAL,ART,57341.116,1.052,218803,115043,2017
61,JOB,SAL,BUS,55700.856,0.747,218803,193783,2017
62,JOB,SAL,HLC,50989.966,0.753,218803,66247,2017
63,JOB,SAL,MLT,42527.732,0.96,218803,4672,2017
64,JOB,SAL,MTN,44079.24,0.98,218803,93962,2017
65,JOB,SAL,PRD,42750.258,1.043,218803,68005,2017
66,JOB,SAL,SAL,44388.924,1.0,218803,218803,2017
67,JOB,SAL,SCI,60087.845,0.75,218803,77260,2017
68,JOB,SAL,SVC,40825.903,1.2,218803,117355,2017
69,JOB,SAL,TRP,43596.812,1.096,218803,60185,2017
70,JOB,SCI,ART,77869.585,1.428,77260,115043,2017
71,JOB,SCI,BUS,75734.813,1.015,77260,193783,2017
72,JOB,SCI,HLC,70601.813,1.042,77260,66247,2017
73,JOB,SCI,MLT,55681.947,1.257,77260,4672,2017
74,JOB,SCI,MTN,62669.037,1.393,77260,93962,2017
75,JOB,SCI,PRD,61420.91,1.499,77260,68005,2017
76,JOB,SCI,SAL,62545.998,1.409,77260,218803,2017
77,JOB,SCI,SCI,80119.526,1.0,77260,77260,2017
78,JOB,SCI,SVC,58768.334,1.727,77260,117355,2017
79,JOB,SCI,TRP,62535.336,1.573,77260,60185,2017
80,JOB,SVC,ART,45690.452,0.838,117355,115043,2017
81,JOB,SVC,BUS,44427.694,0.596,117355,193783,2017
82,JOB,SVC,HLC,40652.28,0.6,117355,66247,2017
83,JOB,SVC,MLT,37386.518,0.844,117355,4672,2017
84,JOB,SVC,MTN,37275.428,0.829,117355,93962,2017
85,JOB,SVC,PRD,35540.048,0.867,117355,68005,2017
86,JOB,SVC,SAL,36068.546,0.813,117355,218803,2017
87,JOB,SVC,SCI,47749.265,0.596,117355,77260,2017
88,JOB,SVC,SVC,34026.086,1.0,117355,117355,2017
89,JOB,SVC,TRP,36200.211,0.91,117355,60185,2017
90,JOB,TRP,ART,48647.832,0.892,60185,115043,2017
91,JOB,TRP,BUS,47560.793,0.638,60185,193783,2017
92,JOB,TRP,HLC,43852.46,0.647,60185,66247,2017
93,JOB,TRP,MLT,38768.619,0.875,60185,4672,2017
94,JOB,TRP,MTN,40443.954,0.899,60185,93962,2017
95,JOB,TRP,PRD,38851.764,0.948,60185,68005,2017
96,JOB,TRP,SAL,39514.466,0.89,60185,218803,2017
97,JOB,TRP,SCI,49501.3,0.618,60185,77260,2017
98,JOB,TRP,SVC,36963.886,1.086,60185,117355,2017
99,JOB,TRP,TRP,39763.614,1.0,60185,60185,2017
0,RACE,ASN,ASN,65718.197,1.0,60137,60137,2017
1,RACE,ASN,BLK,47706.795,1.119,60137,87249,2017
2,RACE,ASN,HSP/NTV,43838.379,1.074,60137,147945,2017
3,RACE,ASN,WHT/MIX,55160.304,0.968,60137,719984,2017
4,RACE,BLK,ASN,55422.473,0.843,87249,60137,2017
5,RACE,BLK,BLK,42622.137,1.0,87249,87249,2017
6,RACE,BLK,HSP/NTV,39070.703,0.957,87249,147945,2017
7,RACE,BLK,WHT/MIX,48531.999,0.852,87249,719984,2017
8,RACE,HSP/NTV,ASN,58673.025,0.893,147945,60137,2017
9,RACE,HSP/NTV,BLK,44700.281,1.049,147945,87249,2017
10,RACE,HSP/NTV,HSP/NTV,40811.191,1.0,147945,147945,2017
11,RACE,HSP/NTV,WHT/MIX,51321.625,0.901,147945,719984,2017
12,RACE,WHT/MIX,ASN,65334.456,0.994,719984,60137,2017
13,RACE,WHT/MIX,BLK,49073.128,1.151,719984,87249,2017
14,RACE,WHT/MIX,HSP/NTV,45290.375,1.11,719984,147945,2017
15,RACE,WHT/MIX,WHT/MIX,56966.915,1.0,719984,719984,2017
0,AGE,18-25,18-25,29996.731,1.0,79954,79954,2017
1,AGE,18-25,26-35,35357.248,0.757,79954,230417,2017
2,AGE,18-25,36-45,35276.637,0.605,79954,227911,2017
3,AGE,18-25,46-55,33983.845,0.567,79954,253104,2017
4,AGE,18-25,56-70,34186.457,0.585,79954,223929,2017
5,AGE,26-35,18-25,39967.742,1.332,230417,79954,2017
6,AGE,26-35,26-35,46719.881,1.0,230417,230417,2017
7,AGE,26-35,36-45,46623.05,0.799,230417,227911,2017
8,AGE,26-35,46-55,44962.59,0.75,230417,253104,2017
9,AGE,26-35,56-70,44753.736,0.765,230417,223929,2017
10,AGE,36-45,18-25,48756.502,1.625,227911,79954,2017
11,AGE,36-45,26-35,58435.569,1.251,227911,230417,2017
12,AGE,36-45,36-45,58320.404,1.0,227911,227911,2017
13,AGE,36-45,46-55,56035.153,0.935,227911,253104,2017
14,AGE,36-45,56-70,55908.268,0.956,227911,223929,2017
15,AGE,46-55,18-25,51885.098,1.73,253104,79954,2017
16,AGE,46-55,26-35,62242.078,1.332,253104,230417,2017
17,AGE,46-55,36-45,62224.046,1.067,253104,227911,2017
18,AGE,46-55,46-55,59947.063,1.0,253104,253104,2017
19,AGE,46-55,56-70,59907.044,1.024,253104,223929,2017
20,AGE,56-70,18-25,50544.189,1.685,223929,79954,2017
21,AGE,56-70,26-35,60386.8,1.293,223929,230417,2017
22,AGE,56-70,36-45,60408.309,1.036,223929,227911,2017
23,AGE,56-70,46-55,58379.549,0.974,223929,253104,2017
24,AGE,56-70,56-70,58481.913,1.0,223929,223929,2017
0,SEX,Female,Female,48855.405,1.0,456420,456420,2018
1,SEX,Female,Male,47161.51,0.789,456420,575484,2018
